surrogate_key,Longitude,Latitude,Station_Name,Climate_ID,Date_Time,Max_Temp,Min_Temp,Mean_Temp,Total_Rain_mm,Total_Snow_cm,Total_Precip_mm,Weather_Key
184,-79.4,43.63,Toronto,6158359,2020-11-02,8.0,-1.0,3.5,0.0,0.0,0.0,615835920201102
185,-79.4,43.63,Toronto,6158359,2020-11-03,8.1,5.1,6.6,0.0,0.0,0.0,615835920201103
186,-79.4,43.63,Toronto,6158359,2020-11-04,14.9,5.1,10.0,0.0,0.0,0.0,615835920201104
187,-79.4,43.63,Toronto,6158359,2020-11-05,15.4,9.2,12.3,0.0,0.0,0.0,615835920201105
188,-79.4,43.63,Toronto,6158359,2020-11-06,15.2,8.6,11.9,0.0,0.0,0.0,615835920201106
189,-79.4,43.63,Toronto,6158359,2020-11-07,15.7,8.8,12.3,0.0,0.0,0.0,615835920201107
190,-79.4,43.63,Toronto,6158359,2020-11-08,18.3,6.1,12.2,0.0,0.0,0.0,615835920201108
191,-79.4,43.63,Toronto,6158359,2020-11-09,13.9,8.3,11.1,0.0,0.0,0.0,615835920201109
192,-79.4,43.63,Toronto,6158359,2020-11-10,20.4,8.5,14.5,0.0,0.0,0.0,615835920201110
193,-79.4,43.63,Toronto,6158359,2020-11-11,18.7,6.5,12.6,0.0,0.0,0.0,615835920201111
194,-79.4,43.63,Toronto,6158359,2020-11-12,8.4,3.7,6.1,0.0,0.0,0.0,615835920201112
195,-79.4,43.63,Toronto,6158359,2020-11-13,10.4,4.9,7.7,0.0,0.0,0.0,615835920201113
196,-79.4,43.63,Toronto,6158359,2020-11-14,7.5,2.5,5.0,0.0,0.0,0.0,615835920201114
197,-79.4,43.63,Toronto,6158359,2020-11-15,12.4,4.3,8.4,0.0,0.0,9.5,615835920201115
198,-79.4,43.63,Toronto,6158359,2020-11-16,5.3,3.1,4.2,0.0,0.0,0.0,615835920201116
199,-79.4,43.63,Toronto,6158359,2020-11-17,4.3,-4.3,0.0,0.0,0.0,0.0,615835920201117
200,-79.4,43.63,Toronto,6158359,2020-11-18,4.1,-4.9,-0.4,0.0,0.0,0.0,615835920201118
201,-79.4,43.63,Toronto,6158359,2020-11-19,12.5,3.8,8.2,0.0,0.0,0.0,615835920201119
202,-79.4,43.63,Toronto,6158359,2020-11-20,12.2,7.2,9.7,0.0,0.0,0.0,615835920201120
203,-79.4,43.63,Toronto,6158359,2020-11-21,7.6,1.5,4.6,0.0,0.0,0.0,615835920201121
204,-79.4,43.63,Toronto,6158359,2020-11-22,3.3,0.4,1.9,0.0,0.0,17.2,615835920201122
205,-79.4,43.63,Toronto,6158359,2020-11-23,4.7,-0.4,2.2,0.0,0.0,0.0,615835920201123
206,-79.4,43.63,Toronto,6158359,2020-11-24,,,,0.0,0.0,0.0,615835920201124
207,-79.4,43.63,Toronto,6158359,2020-11-25,7.4,2.3,4.9,0.0,0.0,6.0,615835920201125
208,-79.4,43.63,Toronto,6158359,2020-11-26,11.9,6.0,9.0,0.0,0.0,1.0,615835920201126
209,-79.4,43.63,Toronto,6158359,2020-11-27,7.7,5.6,6.7,0.0,0.0,0.0,615835920201127
210,-79.4,43.63,Toronto,6158359,2020-11-28,7.7,3.8,5.8,0.0,0.0,0.0,615835920201128
211,-79.4,43.63,Toronto,6158359,2020-11-29,8.8,2.9,5.9,0.0,0.0,0.0,615835920201129
212,-79.4,43.63,Toronto,6158359,2020-11-30,6.5,0.2,3.4,0.0,0.0,27.8,615835920201130
213,-79.4,43.63,Toronto,6158359,2020-12-01,0.6,-1.6,-0.5,0.0,0.0,2.6,615835920201201
214,-79.4,43.63,Toronto,6158359,2020-12-02,4.8,-0.7,2.1,0.0,0.0,0.0,615835920201202
215,-79.4,43.63,Toronto,6158359,2020-12-03,5.8,1.4,3.6,0.0,0.0,0.0,615835920201203
216,-79.4,43.63,Toronto,6158359,2020-12-04,4.6,1.7,3.2,0.0,0.0,4.2,615835920201204
217,-79.4,43.63,Toronto,6158359,2020-12-05,2.7,-3.3,-0.3,0.0,0.0,0.0,615835920201205
218,-79.4,43.63,Toronto,6158359,2020-12-06,1.6,-4.6,-1.5,0.0,0.0,0.0,615835920201206
219,-79.4,43.63,Toronto,6158359,2020-12-07,1.4,-4.9,-1.8,0.0,0.0,0.0,615835920201207
220,-79.4,43.63,Toronto,6158359,2020-12-08,2.9,-5.2,-1.2,0.0,0.0,0.0,615835920201208
221,-79.4,43.63,Toronto,6158359,2020-12-09,5.2,0.4,2.8,0.0,0.0,5.0,615835920201209
222,-79.4,43.63,Toronto,6158359,2020-12-10,7.0,1.1,4.1,0.0,0.0,0.0,615835920201210
223,-79.4,43.63,Toronto,6158359,2020-12-11,7.7,1.4,4.6,0.0,0.0,0.0,615835920201211
224,-79.4,43.63,Toronto,6158359,2020-12-12,7.6,3.8,5.7,0.0,0.0,9.4,615835920201212
225,-79.4,43.63,Toronto,6158359,2020-12-13,6.7,0.3,3.5,0.0,0.0,0.0,615835920201213
226,-79.4,43.63,Toronto,6158359,2020-12-14,2.7,-1.6,0.6,0.0,0.0,0.0,615835920201214
227,-79.4,43.63,Toronto,6158359,2020-12-15,-1.4,-6.7,-4.1,0.0,0.0,0.0,615835920201215
228,-79.4,43.63,Toronto,6158359,2020-12-16,-3.2,-6.4,-4.8,0.0,0.0,0.0,615835920201216
229,-79.4,43.63,Toronto,6158359,2020-12-17,-3.2,-7.0,-5.1,0.0,0.0,0.0,615835920201217
230,-79.4,43.63,Toronto,6158359,2020-12-18,0.7,-7.2,-3.3,0.0,0.0,0.0,615835920201218
231,-79.4,43.63,Toronto,6158359,2020-12-19,3.3,0.6,2.0,0.0,0.0,1.2,615835920201219
232,-79.4,43.63,Toronto,6158359,2020-12-20,4.7,1.5,3.1,0.0,0.0,0.4,615835920201220
233,-79.4,43.63,Toronto,6158359,2020-12-21,4.3,-0.2,2.1,0.0,0.0,0.0,615835920201221
234,-79.4,43.63,Toronto,6158359,2020-12-22,4.4,0.4,2.4,0.0,0.0,0.0,615835920201222
235,-79.4,43.63,Toronto,6158359,2020-12-23,7.5,1.7,4.6,0.0,0.0,0.7,615835920201223
236,-79.4,43.63,Toronto,6158359,2020-12-24,8.0,-2.1,3.0,0.0,0.0,11.6,615835920201224
237,-79.4,43.63,Toronto,6158359,2020-12-25,0.5,-4.0,-1.8,0.0,0.0,1.9,615835920201225
238,-79.4,43.63,Toronto,6158359,2020-12-26,-1.4,-3.9,-2.7,0.0,0.0,0.0,615835920201226
239,-79.4,43.63,Toronto,6158359,2020-12-27,4.1,-2.5,0.8,0.0,0.0,0.2,615835920201227
240,-79.4,43.63,Toronto,6158359,2020-12-28,5.1,-1.7,1.7,0.0,0.0,3.6,615835920201228
241,-79.4,43.63,Toronto,6158359,2020-12-29,-0.1,-4.0,-2.1,0.0,0.0,0.0,615835920201229
242,-79.4,43.63,Toronto,6158359,2020-12-30,5.1,-2.8,1.2,0.0,0.0,5.1,615835920201230
243,-79.4,43.63,Toronto,6158359,2020-12-31,2.6,-2.4,0.1,0.0,0.0,0.0,615835920201231
244,-79.47,43.78,Newmarket,615S001,2020-09-01,,,,0.0,0.0,0.0,615S00120200901
245,-79.47,43.78,Newmarket,615S001,2020-09-02,,,,0.0,0.0,0.0,615S00120200902
246,-79.47,43.78,Newmarket,615S001,2020-09-03,28.0,12.5,20.3,3.6,0.0,3.6,615S00120200903
247,-79.47,43.78,Newmarket,615S001,2020-09-04,,,,0.0,0.0,0.0,615S00120200904
248,-79.47,43.78,Newmarket,615S001,2020-09-05,,,,0.0,0.0,0.0,615S00120200905
249,-79.47,43.78,Newmarket,615S001,2020-09-06,,,,0.0,0.0,0.0,615S00120200906
250,-79.47,43.78,Newmarket,615S001,2020-09-07,,,,0.0,0.0,0.0,615S00120200907
251,-79.47,43.78,Newmarket,615S001,2020-09-08,,,,0.0,0.0,0.0,615S00120200908
252,-79.47,43.78,Newmarket,615S001,2020-09-09,,,,0.0,0.0,0.0,615S00120200909
253,-79.47,43.78,Newmarket,615S001,2020-09-10,19.0,16.0,17.5,0.6,0.0,0.6,615S00120200910
254,-79.47,43.78,Newmarket,615S001,2020-09-11,19.5,12.0,15.8,0.0,0.0,0.0,615S00120200911
255,-79.47,43.78,Newmarket,615S001,2020-09-12,21.0,7.5,14.3,0.0,0.0,0.0,615S00120200912
256,-79.47,43.78,Newmarket,615S001,2020-09-13,26.0,17.5,21.8,3.8,0.0,3.8,615S00120200913
257,-79.47,43.78,Newmarket,615S001,2020-09-14,17.5,12.0,14.8,0.0,0.0,0.0,615S00120200914
258,-79.47,43.78,Newmarket,615S001,2020-09-15,19.5,4.0,11.8,0.0,0.0,0.0,615S00120200915
259,-79.47,43.78,Newmarket,615S001,2020-09-16,25.5,11.5,18.5,0.0,0.0,0.0,615S00120200916
260,-79.47,43.78,Newmarket,615S001,2020-09-17,19.0,12.5,15.8,0.0,0.0,0.0,615S00120200917
261,-79.47,43.78,Newmarket,615S001,2020-09-18,16.0,4.0,10.0,0.0,0.0,0.0,615S00120200918
262,-79.47,43.78,Newmarket,615S001,2020-09-19,16.5,0.0,8.3,0.0,0.0,0.0,615S00120200919
263,-79.47,43.78,Newmarket,615S001,2020-09-20,18.0,5.5,11.8,0.0,0.0,0.0,615S00120200920
264,-79.47,43.78,Newmarket,615S001,2020-09-21,,,,0.0,0.0,0.0,615S00120200921
265,-79.47,43.78,Newmarket,615S001,2020-09-22,,,,0.0,0.0,0.0,615S00120200922
266,-79.47,43.78,Newmarket,615S001,2020-09-23,,,,0.0,0.0,0.0,615S00120200923
267,-79.47,43.78,Newmarket,615S001,2020-09-24,,,,0.0,0.0,0.0,615S00120200924
268,-79.47,43.78,Newmarket,615S001,2020-09-25,27.0,12.5,19.8,0.0,0.0,0.0,615S00120200925
269,-79.47,43.78,Newmarket,615S001,2020-09-26,26.0,12.0,19.0,0.0,0.0,0.0,615S00120200926
270,-79.47,43.78,Newmarket,615S001,2020-09-27,27.0,18.0,22.5,0.0,0.0,0.0,615S00120200927
271,-79.47,43.78,Newmarket,615S001,2020-09-28,27.0,17.0,22.0,12.6,0.0,12.6,615S00120200928
272,-79.47,43.78,Newmarket,615S001,2020-09-29,19.5,12.0,15.8,1.0,0.0,1.0,615S00120200929
273,-79.47,43.78,Newmarket,615S001,2020-09-30,18.0,10.5,14.3,4.4,0.0,4.4,615S00120200930
274,-79.47,43.78,Newmarket,615S001,2020-10-01,18.0,10.0,14.0,0.2,0.0,0.2,615S00120201001
275,-79.47,43.78,Newmarket,615S001,2020-10-02,,,,0.0,0.0,0.0,615S00120201002
276,-79.47,43.78,Newmarket,615S001,2020-10-03,,,,0.0,0.0,0.0,615S00120201003
277,-79.47,43.78,Newmarket,615S001,2020-10-04,,,,0.0,0.0,0.0,615S00120201004
278,-79.47,43.78,Newmarket,615S001,2020-10-05,16.0,1.0,8.5,0.0,0.0,0.0,615S00120201005
279,-79.47,43.78,Newmarket,615S001,2020-10-06,19.5,5.0,12.3,0.2,0.0,0.2,615S00120201006
280,-79.47,43.78,Newmarket,615S001,2020-10-07,19.0,12.5,15.8,2.6,0.0,2.6,615S00120201007
281,-79.47,43.78,Newmarket,615S001,2020-10-08,,,,0.0,0.0,0.0,615S00120201008
282,-79.47,43.78,Newmarket,615S001,2020-10-09,,,,0.0,0.0,0.0,615S00120201009
283,-79.47,43.78,Newmarket,615S001,2020-10-10,,,,0.0,0.0,0.0,615S00120201010
284,-79.47,43.78,Newmarket,615S001,2020-10-11,12.0,1.5,6.8,0.0,0.0,0.0,615S00120201011
285,-79.47,43.78,Newmarket,615S001,2020-10-12,16.0,6.0,11.0,5.8,0.0,5.8,615S00120201012
286,-79.47,43.78,Newmarket,615S001,2020-10-13,18.5,10.0,14.3,0.0,0.0,0.0,615S00120201013
287,-79.47,43.78,Newmarket,615S001,2020-10-14,17.0,7.0,12.0,0.6,0.0,0.6,615S00120201014
288,-79.47,43.78,Newmarket,615S001,2020-10-15,15.0,10.0,12.5,10.4,0.0,10.4,615S00120201015
289,-79.47,43.78,Newmarket,615S001,2020-10-16,12.0,4.0,8.0,0.0,0.0,0.0,615S00120201016
290,-79.47,43.78,Newmarket,615S001,2020-10-17,13.5,0.0,6.8,0.0,0.0,0.0,615S00120201017
291,-79.47,43.78,Newmarket,615S001,2020-10-18,,,,0.0,0.0,0.0,615S00120201018
292,-79.47,43.78,Newmarket,615S001,2020-10-19,,,,0.0,0.0,0.0,615S00120201019
293,-79.47,43.78,Newmarket,615S001,2020-10-20,,,,0.0,0.0,0.0,615S00120201020
294,-79.47,43.78,Newmarket,615S001,2020-10-21,16.5,5.0,10.8,2.8,0.0,2.8,615S00120201021
295,-79.47,43.78,Newmarket,615S001,2020-10-22,12.5,5.0,8.8,0.2,0.0,0.2,615S00120201022
296,-79.47,43.78,Newmarket,615S001,2020-10-23,,,,0.0,0.0,0.0,615S00120201023
297,-79.47,43.78,Newmarket,615S001,2020-10-24,8.0,4.0,6.0,0.0,0.0,0.0,615S00120201024
298,-79.47,43.78,Newmarket,615S001,2020-10-25,7.0,1.0,4.0,1.2,0.0,1.2,615S00120201025
299,-79.47,43.78,Newmarket,615S001,2020-10-26,8.0,2.0,5.0,0.0,0.0,0.0,615S00120201026
300,-79.47,43.78,Newmarket,615S001,2020-10-27,6.0,4.5,5.3,8.4,0.0,8.4,615S00120201027
301,-79.47,43.78,Newmarket,615S001,2020-10-28,,,,0.0,0.0,0.0,615S00120201028
302,-79.47,43.78,Newmarket,615S001,2020-10-29,,,,0.0,0.0,0.0,615S00120201029
303,-79.47,43.78,Newmarket,615S001,2020-10-30,,,,0.0,0.0,0.0,615S00120201030
304,-79.47,43.78,Newmarket,615S001,2020-10-31,11.0,-7.5,1.8,0.0,0.0,0.0,615S00120201031
305,-79.47,43.78,Newmarket,615S001,2020-11-01,8.5,0.0,4.3,0.2,4.0,6.6,615S00120201101
306,-79.47,43.78,Newmarket,615S001,2020-11-02,7.0,-2.5,2.3,0.0,0.0,0.0,615S00120201102
307,-79.47,43.78,Newmarket,615S001,2020-11-03,7.0,3.0,5.0,0.0,0.0,0.0,615S00120201103
308,-79.47,43.78,Newmarket,615S001,2020-11-04,,,,0.0,0.0,0.0,615S00120201104
309,-79.47,43.78,Newmarket,615S001,2020-11-05,,,,0.0,0.0,0.0,615S00120201105
310,-79.47,43.78,Newmarket,615S001,2020-11-06,21.0,4.5,12.8,0.0,0.0,0.0,615S00120201106
311,-79.47,43.78,Newmarket,615S001,2020-11-07,,,,0.0,0.0,0.0,615S00120201107
312,-79.47,43.78,Newmarket,615S001,2020-11-08,,,,0.0,0.0,0.0,615S00120201108
313,-79.47,43.78,Newmarket,615S001,2020-11-09,,,,0.0,0.0,0.0,615S00120201109
314,-79.47,43.78,Newmarket,615S001,2020-11-10,24.5,5.5,15.0,1.0,0.0,1.0,615S00120201110
315,-79.47,43.78,Newmarket,615S001,2020-11-11,18.0,10.5,14.3,0.0,0.0,0.0,615S00120201111
316,-79.47,43.78,Newmarket,615S001,2020-11-12,11.0,4.0,7.5,0.0,0.0,0.0,615S00120201112
317,-79.47,43.78,Newmarket,615S001,2020-11-13,9.0,-1.0,4.0,0.2,0.0,0.2,615S00120201113
318,-79.47,43.78,Newmarket,615S001,2020-11-14,8.5,2.0,5.3,3.2,0.0,3.2,615S00120201114
319,-79.47,43.78,Newmarket,615S001,2020-11-15,12.5,-1.5,5.5,0.6,0.0,0.6,615S00120201115
320,-79.47,43.78,Newmarket,615S001,2020-11-16,5.0,2.0,3.5,0.0,0.0,0.0,615S00120201116
321,-79.47,43.78,Newmarket,615S001,2020-11-17,,,,0.0,0.0,0.0,615S00120201117
322,-79.47,43.78,Newmarket,615S001,2020-11-18,,,,0.0,0.0,0.0,615S00120201118
323,-79.47,43.78,Newmarket,615S001,2020-11-19,,,,0.0,0.0,0.0,615S00120201119
324,-79.47,43.78,Newmarket,615S001,2020-11-20,17.5,12.0,14.8,0.0,0.0,0.0,615S00120201120
325,-79.47,43.78,Newmarket,615S001,2020-11-21,5.5,2.5,4.0,0.0,0.0,0.0,615S00120201121
326,-79.47,43.78,Newmarket,615S001,2020-11-22,1.0,-3.5,-1.3,0.0,22.4,23.2,615S00120201122
327,-79.47,43.78,Newmarket,615S001,2020-11-23,4.0,-1.0,1.5,0.0,0.0,0.0,615S00120201123
328,-79.47,43.78,Newmarket,615S001,2020-11-24,3.0,-2.0,0.5,0.8,1.0,1.8,615S00120201124
329,-79.47,43.78,Newmarket,615S001,2020-11-25,7.0,-1.0,3.0,7.0,0.0,7.0,615S00120201125
330,-79.47,43.78,Newmarket,615S001,2020-11-26,11.0,4.0,7.5,0.0,0.0,0.0,615S00120201126
331,-79.47,43.78,Newmarket,615S001,2020-11-27,8.0,6.0,7.0,0.0,0.0,0.0,615S00120201127
332,-79.47,43.78,Newmarket,615S001,2020-11-28,7.5,2.0,4.8,0.0,0.0,0.0,615S00120201128
333,-79.47,43.78,Newmarket,615S001,2020-11-29,11.0,-2.0,4.5,0.0,0.0,0.0,615S00120201129
334,-79.47,43.78,Newmarket,615S001,2020-11-30,4.5,1.5,3.0,19.0,5.4,25.4,615S00120201130
335,-79.47,43.78,Newmarket,615S001,2020-12-01,0.0,-2.5,-1.3,0.0,3.8,3.4,615S00120201201
336,-79.47,43.78,Newmarket,615S001,2020-12-02,4.0,-3.0,0.5,0.0,0.0,0.0,615S00120201202
337,-79.47,43.78,Newmarket,615S001,2020-12-03,5.0,-3.0,1.0,1.4,1.6,4.8,615S00120201203
338,-79.47,43.78,Newmarket,615S001,2020-12-04,3.0,0.0,1.5,0.0,0.0,0.0,615S00120201204
339,-79.47,43.78,Newmarket,615S001,2020-12-05,0.5,-2.5,-1.0,0.0,0.0,0.0,615S00120201205
340,-79.47,43.78,Newmarket,615S001,2020-12-06,1.0,-7.0,-3.0,0.0,0.0,0.0,615S00120201206
341,-79.47,43.78,Newmarket,615S001,2020-12-07,0.0,-7.0,-3.5,0.0,0.0,0.0,615S00120201207
342,-79.47,43.78,Newmarket,615S001,2020-12-08,1.5,-7.0,-2.8,0.0,9.0,8.0,615S00120201208
343,-79.47,43.78,Newmarket,615S001,2020-12-09,4.0,-0.5,1.8,0.0,0.0,0.0,615S00120201209
344,-79.47,43.78,Newmarket,615S001,2020-12-10,5.0,1.5,3.3,0.0,0.0,0.0,615S00120201210
345,-79.47,43.78,Newmarket,615S001,2020-12-11,9.0,-2.5,3.3,0.0,0.0,0.0,615S00120201211
346,-79.47,43.78,Newmarket,615S001,2020-12-12,9.0,2.5,5.8,8.0,0.0,8.0,615S00120201212
347,-79.47,43.78,Newmarket,615S001,2020-12-13,1.0,-1.0,0.0,0.0,0.0,0.0,615S00120201213
348,-79.47,43.78,Newmarket,615S001,2020-12-14,1.5,-1.5,0.0,0.0,0.0,0.0,615S00120201214
349,-79.47,43.78,Newmarket,615S001,2020-12-15,-2.0,-5.5,-3.8,0.0,0.0,0.0,615S00120201215
350,-79.47,43.78,Newmarket,615S001,2020-12-16,-6.5,-10.0,-8.3,0.0,0.6,0.6,615S00120201216
351,-79.47,43.78,Newmarket,615S001,2020-12-17,-2.0,-9.0,-5.5,0.0,0.0,0.0,615S00120201217
352,-79.47,43.78,Newmarket,615S001,2020-12-18,0.0,-11.5,-5.8,0.0,0.0,0.0,615S00120201218
353,-79.47,43.78,Newmarket,615S001,2020-12-19,2.0,-8.0,-3.0,2.8,0.4,3.4,615S00120201219
354,-79.47,43.78,Newmarket,615S001,2020-12-20,4.5,0.0,2.3,0.6,0.0,0.6,615S00120201220
355,-79.47,43.78,Newmarket,615S001,2020-12-21,4.5,-2.0,1.3,0.2,0.0,0.2,615S00120201221
356,-79.47,43.78,Newmarket,615S001,2020-12-22,3.0,-1.0,1.0,0.0,0.0,0.0,615S00120201222
357,-79.47,43.78,Newmarket,615S001,2020-12-23,8.5,0.0,4.3,5.6,0.0,5.6,615S00120201223
358,-79.47,43.78,Newmarket,615S001,2020-12-24,8.0,2.0,5.0,0.8,10.0,14.0,615S00120201224
359,-79.47,43.78,Newmarket,615S001,2020-12-25,-0.5,-3.0,-1.8,0.0,4.6,3.2,615S00120201225
360,-79.47,43.78,Newmarket,615S001,2020-12-26,-2.0,-6.0,-4.0,0.0,0.6,0.4,615S00120201226
361,-79.47,43.78,Newmarket,615S001,2020-12-27,4.5,-4.5,0.0,6.4,0.0,6.4,615S00120201227
362,-79.47,43.78,Newmarket,615S001,2020-12-28,2.0,-1.0,0.5,0.2,0.0,0.2,615S00120201228
363,-79.47,43.78,Newmarket,615S001,2020-12-29,-1.5,-5.5,-3.5,0.0,2.2,2.4,615S00120201229
364,-79.47,43.78,Newmarket,615S001,2020-12-30,5.0,-7.0,-1.0,2.2,0.0,2.2,615S00120201230
365,-79.47,43.78,Newmarket,615S001,2020-12-31,1.5,-1.0,0.3,0.0,0.0,0.0,615S00120201231
366,-78.88,43.92,Whitby,6155875,2020-09-01,26.3,17.7,22.0,0.0,0.0,0.0,615587520200901
367,-78.88,43.92,Whitby,6155875,2020-09-02,26.3,14.5,20.4,0.0,0.0,11.2,615587520200902
368,-78.88,43.92,Whitby,6155875,2020-09-03,25.3,12.9,19.1,0.0,0.0,4.0,615587520200903
369,-78.88,43.92,Whitby,6155875,2020-09-04,22.2,9.9,16.1,0.0,0.0,0.0,615587520200904
